#{"date": "2014-02-26T14:54:48.967658", "MAC": "/dev/tty.bitalino-DevB", "ChannelsOrder": ["SeqN", "Digital0", "Digital1", "Digital2", "Digital3", "EMG"]}
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	491
13	1	1	1	1	492
14	1	1	1	1	492
15	1	1	1	1	494
0	1	1	1	1	494
1	1	1	1	1	494
2	1	1	1	1	494
3	1	1	1	1	492
4	1	1	1	1	494
5	1	1	1	1	496
6	1	1	1	1	496
7	1	1	1	1	504
8	1	1	1	1	504
9	1	1	1	1	505
10	1	1	1	1	505
11	1	1	1	1	504
12	1	1	1	1	499
13	1	1	1	1	496
14	1	1	1	1	487
15	1	1	1	1	476
0	1	1	1	1	473
1	1	1	1	1	483
2	1	1	1	1	487
3	1	1	1	1	492
4	1	1	1	1	492
5	1	1	1	1	492
6	1	1	1	1	494
7	1	1	1	1	496
8	1	1	1	1	496
9	1	1	1	1	496
10	1	1	1	1	496
11	1	1	1	1	496
12	1	1	1	1	496
13	1	1	1	1	497
14	1	1	1	1	499
15	1	1	1	1	499
0	1	1	1	1	499
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	492
4	1	1	1	1	487
5	1	1	1	1	483
6	1	1	1	1	487
7	1	1	1	1	489
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	489
11	1	1	1	1	492
12	1	1	1	1	494
13	1	1	1	1	494
14	1	1	1	1	495
15	1	1	1	1	496
0	1	1	1	1	496
1	1	1	1	1	496
2	1	1	1	1	497
3	1	1	1	1	497
4	1	1	1	1	496
5	1	1	1	1	496
6	1	1	1	1	499
7	1	1	1	1	497
8	1	1	1	1	496
9	1	1	1	1	494
10	1	1	1	1	494
11	1	1	1	1	492
12	1	1	1	1	494
13	1	1	1	1	496
14	1	1	1	1	496
15	1	1	1	1	496
0	1	1	1	1	496
1	1	1	1	1	497
2	1	1	1	1	497
3	1	1	1	1	496
4	1	1	1	1	496
5	1	1	1	1	496
6	1	1	1	1	496
7	1	1	1	1	496
8	1	1	1	1	492
9	1	1	1	1	492
10	1	1	1	1	492
11	1	1	1	1	492
12	1	1	1	1	494
13	1	1	1	1	494
14	1	1	1	1	492
15	1	1	1	1	492
0	1	1	1	1	496
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	496
4	1	1	1	1	496
5	1	1	1	1	496
6	1	1	1	1	496
7	1	1	1	1	496
8	1	1	1	1	497
9	1	1	1	1	502
10	1	1	1	1	499
11	1	1	1	1	497
12	1	1	1	1	497
13	1	1	1	1	499
14	1	1	1	1	496
15	1	1	1	1	494
0	1	1	1	1	483
1	1	1	1	1	483
2	1	1	1	1	489
3	1	1	1	1	496
4	1	1	1	1	494
5	1	1	1	1	492
6	1	1	1	1	492
7	1	1	1	1	494
8	1	1	1	1	496
9	1	1	1	1	496
10	1	1	1	1	496
11	1	1	1	1	496
12	1	1	1	1	496
13	1	1	1	1	496
14	1	1	1	1	496
15	1	1	1	1	496
0	1	1	1	1	492
1	1	1	1	1	492
2	1	1	1	1	492
3	1	1	1	1	494
4	1	1	1	1	497
5	1	1	1	1	499
6	1	1	1	1	499
7	1	1	1	1	499
8	1	1	1	1	504
9	1	1	1	1	502
10	1	1	1	1	496
11	1	1	1	1	486
12	1	1	1	1	476
13	1	1	1	1	480
14	1	1	1	1	487
15	1	1	1	1	483
0	1	1	1	1	483
1	1	1	1	1	483
2	1	1	1	1	492
3	1	1	1	1	496
4	1	1	1	1	496
5	1	1	1	1	496
6	1	1	1	1	496
7	1	1	1	1	496
8	1	1	1	1	494
9	1	1	1	1	494
10	1	1	1	1	494
11	1	1	1	1	494
12	1	1	1	1	494
13	1	1	1	1	492
14	1	1	1	1	494
15	1	1	1	1	496
0	1	1	1	1	496
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	494
4	1	1	1	1	492
5	1	1	1	1	492
6	1	1	1	1	492
7	1	1	1	1	492
8	1	1	1	1	492
9	1	1	1	1	492
10	1	1	1	1	492
11	1	1	1	1	492
12	1	1	1	1	496
13	1	1	1	1	496
14	1	1	1	1	496
15	1	1	1	1	494
0	1	1	1	1	494
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	496
4	1	1	1	1	492
5	1	1	1	1	494
6	1	1	1	1	494
7	1	1	1	1	494
8	1	1	1	1	492
9	1	1	1	1	494
10	1	1	1	1	492
11	1	1	1	1	492
12	1	1	1	1	487
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	487
0	1	1	1	1	487
1	1	1	1	1	487
2	1	1	1	1	489
3	1	1	1	1	492
4	1	1	1	1	495
5	1	1	1	1	496
6	1	1	1	1	496
7	1	1	1	1	494
8	1	1	1	1	492
9	1	1	1	1	492
10	1	1	1	1	496
11	1	1	1	1	496
12	1	1	1	1	496
13	1	1	1	1	496
14	1	1	1	1	492
15	1	1	1	1	492
0	1	1	1	1	487
1	1	1	1	1	478
2	1	1	1	1	483
3	1	1	1	1	494
4	1	1	1	1	494
5	1	1	1	1	495
6	1	1	1	1	496
7	1	1	1	1	496
8	1	1	1	1	494
9	1	1	1	1	494
10	1	1	1	1	487
11	1	1	1	1	481
12	1	1	1	1	494
13	1	1	1	1	499
14	1	1	1	1	497
15	1	1	1	1	494
0	1	1	1	1	486
1	1	1	1	1	483
2	1	1	1	1	487
3	1	1	1	1	487
4	1	1	1	1	483
5	1	1	1	1	483
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	483
9	1	1	1	1	481
10	1	1	1	1	483
11	1	1	1	1	483
12	1	1	1	1	483
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	492
0	1	1	1	1	494
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	496
4	1	1	1	1	494
5	1	1	1	1	487
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	487
9	1	1	1	1	483
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	487
14	1	1	1	1	483
15	1	1	1	1	487
0	1	1	1	1	487
1	1	1	1	1	487
2	1	1	1	1	487
3	1	1	1	1	487
4	1	1	1	1	487
5	1	1	1	1	487
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	489
13	1	1	1	1	489
14	1	1	1	1	492
15	1	1	1	1	492
0	1	1	1	1	494
1	1	1	1	1	494
2	1	1	1	1	494
3	1	1	1	1	492
4	1	1	1	1	489
5	1	1	1	1	487
6	1	1	1	1	487
7	1	1	1	1	480
8	1	1	1	1	480
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	487
0	1	1	1	1	487
1	1	1	1	1	483
2	1	1	1	1	483
3	1	1	1	1	483
4	1	1	1	1	483
5	1	1	1	1	483
6	1	1	1	1	483
7	1	1	1	1	486
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	487
0	1	1	1	1	487
1	1	1	1	1	487
2	1	1	1	1	487
3	1	1	1	1	487
4	1	1	1	1	492
5	1	1	1	1	492
6	1	1	1	1	489
7	1	1	1	1	487
8	1	1	1	1	483
9	1	1	1	1	483
10	1	1	1	1	483
11	1	1	1	1	480
12	1	1	1	1	478
13	1	1	1	1	480
14	1	1	1	1	483
15	1	1	1	1	486
0	1	1	1	1	487
1	1	1	1	1	487
2	1	1	1	1	492
3	1	1	1	1	494
4	1	1	1	1	496
5	1	1	1	1	496
6	1	1	1	1	496
7	1	1	1	1	496
8	1	1	1	1	494
9	1	1	1	1	487
10	1	1	1	1	492
11	1	1	1	1	487
12	1	1	1	1	483
13	1	1	1	1	480
14	1	1	1	1	480
15	1	1	1	1	476
0	1	1	1	1	480
1	1	1	1	1	483
2	1	1	1	1	487
3	1	1	1	1	487
4	1	1	1	1	487
5	1	1	1	1	492
6	1	1	1	1	492
7	1	1	1	1	486
8	1	1	1	1	480
9	1	1	1	1	483
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	487
0	1	1	1	1	487
1	1	1	1	1	487
2	1	1	1	1	483
3	1	1	1	1	480
4	1	1	1	1	473
5	1	1	1	1	476
6	1	1	1	1	480
7	1	1	1	1	480
8	1	1	1	1	481
9	1	1	1	1	483
10	1	1	1	1	486
11	1	1	1	1	483
12	1	1	1	1	483
13	1	1	1	1	483
14	1	1	1	1	483
15	1	1	1	1	483
0	1	1	1	1	486
1	1	1	1	1	483
2	1	1	1	1	483
3	1	1	1	1	483
4	1	1	1	1	483
5	1	1	1	1	483
6	1	1	1	1	481
7	1	1	1	1	481
8	1	1	1	1	481
9	1	1	1	1	483
10	1	1	1	1	487
11	1	1	1	1	492
12	1	1	1	1	494
13	1	1	1	1	494
14	1	1	1	1	492
15	1	1	1	1	494
0	1	1	1	1	494
1	1	1	1	1	492
2	1	1	1	1	487
3	1	1	1	1	487
4	1	1	1	1	483
5	1	1	1	1	483
6	1	1	1	1	481
7	1	1	1	1	480
8	1	1	1	1	483
9	1	1	1	1	486
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	487
0	1	1	1	1	487
1	1	1	1	1	487
2	1	1	1	1	487
3	1	1	1	1	487
4	1	1	1	1	487
5	1	1	1	1	487
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	492
12	1	1	1	1	492
13	1	1	1	1	492
14	1	1	1	1	489
15	1	1	1	1	489
0	1	1	1	1	492
1	1	1	1	1	496
2	1	1	1	1	497
3	1	1	1	1	499
4	1	1	1	1	499
5	1	1	1	1	499
6	1	1	1	1	497
7	1	1	1	1	492
8	1	1	1	1	480
9	1	1	1	1	480
10	1	1	1	1	487
11	1	1	1	1	492
12	1	1	1	1	492
13	1	1	1	1	492
14	1	1	1	1	487
15	1	1	1	1	483
0	1	1	1	1	476
1	1	1	1	1	480
2	1	1	1	1	486
3	1	1	1	1	487
4	1	1	1	1	487
5	1	1	1	1	487
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	492
9	1	1	1	1	492
10	1	1	1	1	492
11	1	1	1	1	492
12	1	1	1	1	494
13	1	1	1	1	494
14	1	1	1	1	492
15	1	1	1	1	492
0	1	1	1	1	492
1	1	1	1	1	492
2	1	1	1	1	492
3	1	1	1	1	489
4	1	1	1	1	487
5	1	1	1	1	487
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	487
9	1	1	1	1	489
10	1	1	1	1	494
11	1	1	1	1	496
12	1	1	1	1	496
13	1	1	1	1	497
14	1	1	1	1	497
15	1	1	1	1	496
0	1	1	1	1	492
1	1	1	1	1	487
2	1	1	1	1	483
3	1	1	1	1	483
4	1	1	1	1	487
5	1	1	1	1	487
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	486
11	1	1	1	1	486
12	1	1	1	1	481
13	1	1	1	1	480
14	1	1	1	1	487
15	1	1	1	1	492
0	1	1	1	1	494
1	1	1	1	1	492
2	1	1	1	1	492
3	1	1	1	1	492
4	1	1	1	1	487
5	1	1	1	1	487
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	487
0	1	1	1	1	487
1	1	1	1	1	487
2	1	1	1	1	487
3	1	1	1	1	492
4	1	1	1	1	492
5	1	1	1	1	494
6	1	1	1	1	496
7	1	1	1	1	496
8	1	1	1	1	496
9	1	1	1	1	496
10	1	1	1	1	494
11	1	1	1	1	492
12	1	1	1	1	483
13	1	1	1	1	478
14	1	1	1	1	480
15	1	1	1	1	483
0	1	1	1	1	486
1	1	1	1	1	486
2	1	1	1	1	486
3	1	1	1	1	486
4	1	1	1	1	486
5	1	1	1	1	483
6	1	1	1	1	486
7	1	1	1	1	487
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	489
13	1	1	1	1	492
14	1	1	1	1	492
15	1	1	1	1	492
0	1	1	1	1	487
1	1	1	1	1	483
2	1	1	1	1	486
3	1	1	1	1	486
4	1	1	1	1	486
5	1	1	1	1	486
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	492
9	1	1	1	1	492
10	1	1	1	1	489
11	1	1	1	1	494
12	1	1	1	1	494
13	1	1	1	1	496
14	1	1	1	1	495
15	1	1	1	1	492
0	1	1	1	1	492
1	1	1	1	1	487
2	1	1	1	1	487
3	1	1	1	1	483
4	1	1	1	1	480
5	1	1	1	1	487
6	1	1	1	1	491
7	1	1	1	1	487
8	1	1	1	1	491
9	1	1	1	1	489
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	494
0	1	1	1	1	496
1	1	1	1	1	497
2	1	1	1	1	496
3	1	1	1	1	496
4	1	1	1	1	494
5	1	1	1	1	492
6	1	1	1	1	489
7	1	1	1	1	487
8	1	1	1	1	483
9	1	1	1	1	483
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	492
14	1	1	1	1	492
15	1	1	1	1	496
0	1	1	1	1	496
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	492
4	1	1	1	1	489
5	1	1	1	1	494
6	1	1	1	1	487
7	1	1	1	1	483
8	1	1	1	1	487
9	1	1	1	1	492
10	1	1	1	1	492
11	1	1	1	1	492
12	1	1	1	1	492
13	1	1	1	1	492
14	1	1	1	1	487
15	1	1	1	1	487
0	1	1	1	1	487
1	1	1	1	1	483
2	1	1	1	1	487
3	1	1	1	1	487
4	1	1	1	1	487
5	1	1	1	1	492
6	1	1	1	1	494
7	1	1	1	1	494
8	1	1	1	1	494
9	1	1	1	1	492
10	1	1	1	1	494
11	1	1	1	1	495
12	1	1	1	1	496
13	1	1	1	1	496
14	1	1	1	1	496
15	1	1	1	1	495
0	1	1	1	1	494
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	494
4	1	1	1	1	492
5	1	1	1	1	496
6	1	1	1	1	494
7	1	1	1	1	492
8	1	1	1	1	494
9	1	1	1	1	496
10	1	1	1	1	496
11	1	1	1	1	497
12	1	1	1	1	499
13	1	1	1	1	499
14	1	1	1	1	497
15	1	1	1	1	496
0	1	1	1	1	487
1	1	1	1	1	487
2	1	1	1	1	492
3	1	1	1	1	492
4	1	1	1	1	492
5	1	1	1	1	492
6	1	1	1	1	492
7	1	1	1	1	492
8	1	1	1	1	492
9	1	1	1	1	494
10	1	1	1	1	495
11	1	1	1	1	496
12	1	1	1	1	496
13	1	1	1	1	494
14	1	1	1	1	494
15	1	1	1	1	496
0	1	1	1	1	496
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	496
4	1	1	1	1	496
5	1	1	1	1	496
6	1	1	1	1	496
7	1	1	1	1	496
8	1	1	1	1	496
9	1	1	1	1	494
10	1	1	1	1	492
11	1	1	1	1	487
12	1	1	1	1	492
13	1	1	1	1	496
14	1	1	1	1	496
15	1	1	1	1	496
0	1	1	1	1	499
1	1	1	1	1	499
2	1	1	1	1	496
3	1	1	1	1	494
4	1	1	1	1	483
5	1	1	1	1	476
6	1	1	1	1	492
7	1	1	1	1	496
8	1	1	1	1	497
9	1	1	1	1	497
10	1	1	1	1	496
11	1	1	1	1	496
12	1	1	1	1	496
13	1	1	1	1	496
14	1	1	1	1	496
15	1	1	1	1	496
0	1	1	1	1	492
1	1	1	1	1	492
2	1	1	1	1	492
3	1	1	1	1	494
4	1	1	1	1	494
5	1	1	1	1	494
6	1	1	1	1	494
7	1	1	1	1	496
8	1	1	1	1	496
9	1	1	1	1	499
10	1	1	1	1	499
11	1	1	1	1	499
12	1	1	1	1	499
13	1	1	1	1	499
14	1	1	1	1	497
15	1	1	1	1	496
0	1	1	1	1	496
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	492
4	1	1	1	1	492
5	1	1	1	1	492
6	1	1	1	1	492
7	1	1	1	1	492
8	1	1	1	1	492
9	1	1	1	1	492
10	1	1	1	1	492
11	1	1	1	1	494
12	1	1	1	1	497
13	1	1	1	1	499
14	1	1	1	1	499
15	1	1	1	1	502
0	1	1	1	1	504
1	1	1	1	1	504
2	1	1	1	1	504
3	1	1	1	1	499
4	1	1	1	1	496
5	1	1	1	1	496
6	1	1	1	1	492
7	1	1	1	1	481
8	1	1	1	1	481
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	489
13	1	1	1	1	492
14	1	1	1	1	492
15	1	1	1	1	492
0	1	1	1	1	494
1	1	1	1	1	496
2	1	1	1	1	496
3	1	1	1	1	495
4	1	1	1	1	494
5	1	1	1	1	494
6	1	1	1	1	492
7	1	1	1	1	494
8	1	1	1	1	496
9	1	1	1	1	496
10	1	1	1	1	494
11	1	1	1	1	496
12	1	1	1	1	496
13	1	1	1	1	496
14	1	1	1	1	492
15	1	1	1	1	483
0	1	1	1	1	483
1	1	1	1	1	489
2	1	1	1	1	487
3	1	1	1	1	492
4	1	1	1	1	496
5	1	1	1	1	496
6	1	1	1	1	497
7	1	1	1	1	496
8	1	1	1	1	496
9	1	1	1	1	496
10	1	1	1	1	492
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	492
14	1	1	1	1	492
15	1	1	1	1	492
0	1	1	1	1	492
1	1	1	1	1	492
2	1	1	1	1	492
3	1	1	1	1	492
4	1	1	1	1	492
5	1	1	1	1	492
6	1	1	1	1	492
7	1	1	1	1	492
8	1	1	1	1	494
9	1	1	1	1	494
10	1	1	1	1	494
11	1	1	1	1	494
12	1	1	1	1	492
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	487
0	1	1	1	1	487
1	1	1	1	1	494
2	1	1	1	1	496
3	1	1	1	1	496
4	1	1	1	1	494
5	1	1	1	1	496
6	1	1	1	1	496
7	1	1	1	1	497
8	1	1	1	1	496
9	1	1	1	1	487
10	1	1	1	1	486
11	1	1	1	1	489
12	1	1	1	1	494
13	1	1	1	1	494
14	1	1	1	1	496
15	1	1	1	1	494
0	1	1	1	1	492
1	1	1	1	1	494
2	1	1	1	1	496
3	1	1	1	1	496
4	1	1	1	1	494
5	1	1	1	1	492
6	1	1	1	1	492
7	1	1	1	1	492
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	487
14	1	1	1	1	487
15	1	1	1	1	489
0	1	1	1	1	492
1	1	1	1	1	492
2	1	1	1	1	494
3	1	1	1	1	494
4	1	1	1	1	492
5	1	1	1	1	492
6	1	1	1	1	487
7	1	1	1	1	487
8	1	1	1	1	487
9	1	1	1	1	487
10	1	1	1	1	487
11	1	1	1	1	487
12	1	1	1	1	487
13	1	1	1	1	486
14	1	1	1	1	487
15	1	1	1	1	486
0	1	1	1	1	486
1	1	1	1	1	487
2	1	1	1	1	492
3	1	1	1	1	494
4	1	1	1	1	497
5	1	1	1	1	497
6	1	1	1	1	496
7	1	1	1	1	496
8	1	1	1	1	496
9	1	1	1	1	492
10	1	1	1	1	486
11	1	1	1	1	480
12	1	1	1	1	480
13	1	1	1	1	483
14	1	1	1	1	483
